,radius,cur_x,cur_y,error_X,error_Y,derivative_X,derivative_y,integral_x,integral_y,angle_x,angle_y,delta_angle_x,delta_angle_y,time
24,72,346.0511169433594,262.4738464355469,96.05111694335938,42.473846435546875,-2300.0,83.33333333333334,-514.4353059768677,-1413.5129431915275,-0.17453292519943295,-0.036696294081106424,-0.6757767960400314,-0.26649211132630224,0.013744831085205078
25,72,335.0696716308594,270.1040954589844,85.06967163085938,50.104095458984375,-2300.0,83.33333333333334,-514.4353059768677,-1413.5129431915275,0.15603732042187535,-0.12544747697725273,0.8318141164619067,0.1410446343490495,0.011875629425048828
26,68,331.0929260253906,279.8830261230469,81.09292602539062,59.883026123046875,-2300.0,83.33333333333334,-514.4353059768677,-1413.5129431915275,0.04805033664010728,-0.1604655886303196,-0.7837637798217995,-0.30151022297936914,0.0
27,68,334.7052917480469,270.8973388671875,84.70529174804688,50.8973388671875,-2300.0,83.33333333333334,-514.4353059768677,-1413.5129431915275,-0.07028261722269032,0.13188253175118816,0.7134811625991091,0.4333927547305573,0.010008811950683594
28,72,330.65301513671875,278.05474853515625,80.65301513671875,58.05474853515625,-2300.0,83.33333333333334,-514.4353059768677,-1413.5129431915275,0.049138268963283965,-0.11962292620088222,-0.6643428936358251,-0.5530156809314395,0.0
29,69,328.4160461425781,272.0,78.41604614257812,52.0,-2300.0,83.33333333333334,-514.4353059768677,-1413.5129431915275,0.021302234444925783,0.08615785762152632,0.6856451280807508,0.6391735385529658,0.004861354827880859
30,67,318.0957336425781,278.0575256347656,68.09573364257812,58.057525634765625,-2300.0,83.33333333333334,-514.4353059768677,-1413.5129431915275,0.14828546141242466,-0.10267839181766152,-0.5373596666683262,-0.7418519303706272,0.0
31,69,315.1809997558594,274.0996398925781,65.18099975585938,54.099639892578125,-2300.0,83.33333333333334,-514.4353059768677,-1413.5129431915275,0.03391985489656609,0.05319189591372628,0.5712795215648924,0.7950438262843535,0.0
32,67,304.2769470214844,278.96356201171875,54.276947021484375,58.96356201171875,-2300.0,83.33333333333334,-514.4353059768677,-1413.5129431915275,0.15955743075243115,-0.08443668380794682,-0.41172209081246125,-0.8794805100923003,0.011887550354003906
33,69,306.6383361816406,262.4658508300781,56.638336181640625,42.465850830078125,-2300.0,83.33333333333334,-514.4353059768677,-1413.5129431915275,-0.04652809330261562,0.17453292519943295,0.3651939975098456,1.0540134352917332,0.004246234893798828
34,68,290.07415771484375,273.7470703125,40.07415771484375,53.7470703125,-2300.0,83.33333333333334,-514.4353059768677,-1413.5129431915275,0.17453292519943295,-0.17453292519943295,-0.19066107231041265,-1.2285463604911662,0.0
35,67,290.37255859375,258.6822814941406,40.37255859375,38.682281494140625,-2300.0,83.33333333333334,-514.4353059768677,-1413.5129431915275,-0.011874866492832257,0.17453292519943295,0.1787862058175804,1.4030792856905991,0.0
36,68,274.01507568359375,262.4156799316406,24.01507568359375,42.415679931640625,-2300.0,83.33333333333334,-514.4353059768677,-1413.5129431915275,0.17453292519943295,-0.06428235540415343,-0.004253280618147448,-1.4673616410947525,0.0
